Index,Kanji,Keyword,English,Origin,SubOrigin,Mnemonic1,Mnemonic2,Compo,Strokes,Radical,Onyomi,Kunyomi,Ex1Kanji,Ex1Kana,Ex1English,Ex2Kanji,Ex2Kana,Ex2English,Ex3Kanji,Ex3Kana,Ex3English,Ex4Kanji,Ex4Kana,Ex4English
2276,篤,Fervent,"Serious, Kind",Bamboo . . . team of horses.,,"A fervent horse doesnt need to be whipped with a bamboo stick during a race, it will go fast by itself.","A fervent history otaku rebuild the the Trojan Horse. But since he was Japanese, he used bamboo instead of normal wood.",竹: bamboo (⺮)　馬: horse,16,竹,トク,,危篤,きとく,Seriously ill,篤学の士,とくがくのし,Devoted student,懇篤な,こんとくな,"Kind, thoughtful",篤志家,とくしか,Benevolent person; volunteer
2277,罵,Insult,Speak Ill Of,Eyeball . . . team of horses.,,"In ancient Japan, the most grievous insult was to poke a rival´s horse in the eye (consider how rare an expensive a steed was in those days). It was the final step in preparation for a duel to the death.","In Japan, is is considered insulting to look at someone from atop your horse. You have to step down and face people properly.",网: net; eye (罒) (RTK)　馬: horse,15,网,バ,ののし.る,罵声,ばせい,"Booing, jeering",罵る,ののしる,"Speak ill of, abuse; denounce",罵倒する,ばとうする,Denounce,,,
2278,蔑,Revile,Scorn,"The verbal abuse involved in reviling those who do not deserve it can be compared to a march of flowers in full boom having an eyeball of nastiness cast over them (literally, of course).",,"They gays were reviled by society, so they put flowers above their eyes and marched around.","In Northern Ireland, bitter religious groups revile their opponents by marching defiantly under their very eye, holding flowers that symbolize their beliefs.","艸: grass; plants; flowers (艹, 龷)　网: net; eye (罒) (RTK)　戍: protection; march (RTK)",14,艸,ベツ,"さげす.む, ないがし.ろ*",軽蔑,けいべつ,"Scorn, contempt",蔑む,さげすむ,Look down on,蔑称,べっしょう,Pejorative term,,,
2279,罠,Trap,Trap,,,,,,,,,わな,罠に落ちる,わなにおちる,Fall into a snare (trap],,,,,,,,,
2280,烏,Crow,"Raven, Crow","The only thing that distinguishes this character from that for bird is the omission of the one stroke that makes it white. Which is logical enough, when you consider that there are no crows of that color.",,"The book´s story is just fine, but I found a kanji dictionary explanation also interesting: As crows are all black, it´s hard to see where their eyes are (black on black), so a stroke is removed from the part in the pictograph where the eyes would be.","A crow is a bird, but not a white one. MEANING: write bird, but skip writing one in white.",鳥: bird,,,"ウ, ウウ, オ",からす,烏が鳴いている,からすがないている,The crows are cawing,烏竜茶,ウーロンちゃ,Oolong tea,烏,からす,Crow,烏合の衆,うごうのしゅう,"Disorderly crowd, mob"
2281,鴨,Duck,Duck,,,,,甲: armor; roots (RTK)　鳥: bird,,,オウ,かも,鴨にする,かもにする,Make a sucker out of,小鴨,こがも,Duckling,鴨,かも,Duck,,,
2282,鳩,Pigeon,Pigeon,Baseball . . . bird.,,Feed one pigeon and nine more birds will be swarming you immediately…,Imagine some pigeons going to see a baseball game. They would surely be the only birds there!,九: nine; baseball (RTK)　鳥: bird,13,,キュウ,はと,鳩便,はとびん,Communication by carrier pigeon,鳩派,はとは,"Doves, soft-liners",伝書鳩,でんしょばと,Carrier (homing] pigeon,鳩,はと,Pigeon
2283,鶏,Chicken,Chicken,Vulture . . . husband . . . bird.,,"There are two types of birds often compared to husbands. Yes there are a few vultures out there, but most husbands are CHICKENS. 鶏 【にわとり】 (n) (domestic) chicken, (P) 鶏肉 【けいにく】 (n) chicken meat, (P).",The vulture´s husband is a chicken...heck...who am I to judge their interspecies love? They´re both birds so its cool.,爪: claw; vulture (RTK)　夫: husband; man　鳥: bird,19,鳥,ケイ,にわとり,鶏肉,けいにく,Chicken (meat),鶏の餌,にわとりのえさ,Chicken feed,鶏,にわとり,Chicken,養鶏,ようけい,Chicken raising
2284,渓,Mountain stream,Ravine,Water . . . vulture . . . husband.,,The Simpsons are on vacation. Homer stops to take a leak in a mountain stream but gets snatched by an eagle. Hear his scream?,"A husband who went fishing at the mountain stream to feed his family, fell in the rapids (we´ll assume this is a large mountain stream). He is saved from the waters by a great eagle. He comes back home with nothing to feed the family, his clothes still dripping wet as he tells his wife of how he was saved by a great eagle, and of course she does not believe him. The story continues in chicken (#1947).",水: water (氵) (氺)　爪: claw; vulture (RTK)　夫: husband; man,11,水,ケイ,,渓谷,けいこく,"Ravine, valley, canyon",,,,,,,,,
2285,鷹,Hawk,Hawk,,,,,广: cave (RTK)　鳥: bird,,,"ヨウ, オウ",たか,鷹派,たかは,Hawkish faction,鷹,たか,Hawk,,,,,,
2286,鷲,Eagle,Eagle,,,,,就: concerning　鳥: bird,,,シュウ,わし,鷲掴み,わしづかみ,Clutch,鷲,わし,Eagle,,,,,,
2287,璽,Imperial seal,Imperial Seal,,,The imperial seal is usually an impressive mark made with a jewel. However when the letter arrives it has been raining on it and you see that the drops of rain have been transformed into little x’s where some animal legs have run over it.,"Primitives (to give correct stroke order): tool bench, towel, 4 Xs, jewel. Story: the Imperial Seal is like a kind of coat-of-arms the Emperor can stamp on stuff. Picture that coat-of-arms as depicting a big jewel (say, a diamond) with a motto on a banner above it saying 'let it be (#2074)'. (The emperor must have been a huge Beatles fan).",璽: imperial seal,19,玉,ジ,,御璽,ぎょじ,Imperial seal,,,,,,,,,
2288,爽,Bracing,Refreshing,The sense of the key word is of something refreshing and invigorating. It is made up of the St. Bernard and a pair of sheaves on each side.,,The St Bernard is bracing itself for an operation requiring four stitches.,St. Bernard dog had a refreshing bracing bath and now is shaking all the water out of his fur. The drops are thrown in all direction and that's why the have an x shape in the pictogram.,"大: large; St Bernard (RTK)　乂: mow; sheaf, arm (RTK)　乂: mow; sheaf, arm (RTK)　乂: mow; sheaf, arm (RTK)　乂: mow; sheaf, arm (RTK)",11,爻,ソウ,さわ.やか,爽やかな風,さわやかなかぜ,Refreshing wind,爽快な,そうかいな,"Refreshing, invigorating, exhilarating",弁舌爽やか,べんぜつさわやか,Fluent/eloquent in speech,,,
2289,綴,"Stitch Together, Bind, Compose, Spell","Stitch Together, Bind, Compose, Spell",,,,,糸: thread; Spider-Man (RTK)　又: again; crotch (RTK)　又: again; crotch (RTK)　又: again; crotch (RTK)　又: again; crotch (RTK),,,"テイ, テツ","と.じる, つず.る",綴り,つづり,Spelling (as of a name); binding (as of a book),綴じる,とじる,Bind; file,,,,,,
2290,桑,Mulberry,Mulberry,"Crotches, crotches everywhere . . . tree. Hint: think of a group of children playing an original version of ""Here We Go 'Round the Mulberry Bush.""",,"Children going around the mulberry tree singing ""This is the way we wash our crotch, wash our crotch, wash our crotch..."".","Imagine kids all over the top of a mulberry tree, sitting astride limbs so that their weight is on their crotches. (Mulberry trees have big sprawling limbs that run horizontally or at shallow angles making them easy to climb and sit in. I have an old mulberry in my yard, and my kids are in it constantly).",又: again; crotch (RTK)　又: again; crotch (RTK)　又: again; crotch (RTK)　木: tree; wood,10,木,ソウ,くわ,桑畑,くわばたけ,Mulberry field,桑,くわ,Mulberry,,,,,,
2291,蚕,Silkworm,Silkworm,Heavens . . . insect. Be sure to do something about the position of the two elements.,,"There are no insects in heaven - well, that is, except for silkworms. What, do you expect Jesus to import his fancy robes from China?",In China it was believed that the silkworms were insects sent from heaven because of the beautiful material they produced.,天: heavens; sky　虫: insect,10,虫,サン,かいこ,蚕業,さんぎょう,Sericulture,蚕,かいこ,Silkworm,,,,,,
2292,蛋,Egg,Egg,,,,,疋: cloth; zoo; mending (RTK)　虫: insect,,,タン,,蛋白,たんぱく,Egg white; protein,,,,,,,,,
2293,蟹,Crab,Crab,,,,,解: unravel; notes; key; explanation; understanding; untie; undo; solve; answer; cancel; absolve; explain; minute　虫: insect,,,カイ,かに,蟹の挟み,かにのはさみ,Pincers of a crab,蟹,かに,Crab,,,,,,
2294,蚊,Mosquito,Mosquito,Insect . . . plaid.,,The mosquito (an insect) knows only one sentence: Bzzzzz.,Mosquitoes are the insect who love Scots in plaid kilts because it makes for easy access to the best parts.,虫: insect　文: literature; plaid (RTK),10,虫,,か,蚊取り線香,かとりせんこう,Mosquito-repellent incense,蚊,か,Mosquito,蚊帳,かや,Mosquito net,,,
2295,巳,Sign of the snake,(Sign Of) The Serpent,,,The 巳nd! Thanks all.,"The snake likes stealing pieces from mosaics, so if you notice your mosaic has a piece missing, that’s a sign of the snake.",巳: sign of the snake,3,,シ,み,巳年,みどし,Year of the serpent,,,,,,,,,
2296,蛇,Snake,Snake,Insect . . . house . . . spoon.,,"A snake eats insects and he does that outside, while we eat another snake in the house and preferably with a spoon.","Solid Snake crawled like a bug, infiltrated my house, and took out everyone with a spoon.",虫: insect　宀: house (RTK)　匕: spoon,11,虫,"ジャ, ダ",へび,蛇行する,だこうする,"Meander, zigzag",蛇口,じゃぐち,Faucet,毒蛇,どくへび,Poisonous snake,蛇,へび,Snake
2297,繭,Cocoon,Cocoon,"Though it's a good thing that the primitive for cocoon has been radically abbreviated from this, its full form as a kanji, the story it holds is a charming one. The silkworm (insect) eats the leaves of the mulberry bush (the flowers), digests them and transforms them into thread with which it spins about itself, in mystic wisdom, its own coffin (the hood). The dividing line that separates the two elements helps the picture of the little worm cutting itself off from contact with the outside world, but as a character stroke, it is a clear exception.",,"This is a simple two-column manga showing the metamorphosis of a caterpillar into a cocoon. First, the caterpillar gets under a large flower (bees tend to hang around flowers, which scare away other predators). Then, in the first frame, we see the caterpillar (insect). Then, a bar separating this frame from the next frame (remember that Japanese manga run the other way!), in which we see the insect covered with thread, making a beautiful cocoon.","The magic flower is the reason why Spider-Man ended up miniaturized and confined inside a hood-like cocoon together with an insect. Now, only a walking stick separates them both.","艸: grass; plants; flowers (艹, 龷)　冂: hood; belt (RTK)　糸: thread; Spider-Man (RTK)　虫: insect",18,糸,ケン,まゆ,繭糸,けんし,Silk thread,繭を掛ける,まゆをかける,Spin a cocoon,繭,まゆ,Cocoon,,,
2298,蝶,Butterfly,Butterfly,Insect . . . generation . . . tree.,,A butterfly is an insect that appears after spending a generation on a tree as a cocoon.,"Butterflies are insects that like to eat just the flowers but leave the leaves behind. (helps me to think of the kanji for leaves, minus the flower bit).",虫: insect　世: generation; world　木: tree; wood,15,,チョウ,,蝶々,ちょうちょう,Butterfly,,,,,,,,,
2299,虹,Rainbow,Rainbow,Insect . . . craft.,,"Little is it known that a rainbow is actually created by insects of different colours flying in formation, a craft they have perfected to create the rainbows we see today.","Rainbow is of course created by billions of colored insects (what? you really thought it was an optical illusion?). However I had problems remembering that the insect primitive goes on the left. If you have similar difficulties, try this: rainbow is an Insect-Craft. Mnemonic: I.C. Rainbow (I see rainbow).",虫: insect　工: craft; construction,9,虫,コウ*,にじ,虹色,にじいろ,Rainbow colors,虹,にじ,Rainbow,,,,,,
